"","datetime","time","season","holiday","workingday","weather","temp","atemp","humidity","windspeed","count","dayOfWeek"
"9977",2012-11-01 02:00:00,"02:00:00","4","0","1","1",13.12,16.665,66,89.981,20,"dinsdag"
"10637",2012-12-09 15:00:00,"15:00:00","4","0","0","3",14.76,17.425,93,110.014,225,"zondag"
"2331",2011-06-05 01:00:00,"01:00:00","2","0","0","2",26.24,31.06,61,110.014,96,"maandag"
"556",2011-02-06 08:00:00,"08:00:00","1","0","0","1",9.84,12.88,65,70.015,23,"maandag"
"5399",2011-12-19 01:00:00,"01:00:00","4","0","1","1",7.38,10.605,80,60.032,11,"vrijdag"
"3579",2011-08-19 01:00:00,"01:00:00","3","0","1","3",26.24,28.79,89,0,20,"dinsdag"
"3221",2011-08-04 03:00:00,"03:00:00","3","0","1","3",27.06,29.545,94,60.032,3,"vrijdag"
"10768",2012-12-15 02:00:00,"02:00:00","4","0","0","1",10.66,15.15,81,0,69,"zondag"
"2011",2011-05-10 17:00:00,"17:00:00","2","0","1","1",26.24,31.06,33,0,611,"donderdag"
"1169",2011-03-13 10:00:00,"10:00:00","1","0","0","1",17.22,21.21,47,169.979,122,"woensdag"
"5575",2012-01-07 10:00:00,"10:00:00","1","0","0","1",11.48,15.15,75,60.032,203,"zaterdag"
"9829",2012-10-13 22:00:00,"22:00:00","4","0","0","1",16.4,20.455,62,0,189,"zondag"
"7694",2012-05-19 23:00:00,"23:00:00","2","0","0","1",24.6,31.06,56,110.014,239,"maandag"
"8275",2012-07-06 04:00:00,"04:00:00","3","0","1","1",30.34,34.85,66,150.013,6,"donderdag"
"2451",2011-06-10 01:00:00,"01:00:00","2","0","1","3",28.7,32.575,65,150.013,23,"zondag"
"2220",2011-05-19 10:00:00,"10:00:00","2","0","1","2",22.14,25.76,83,0,130,"maandag"
"4870",2011-11-16 00:00:00,"00:00:00","4","0","1","2",18.86,22.725,94,0,31,"zondag"
"5779",2012-01-15 23:00:00,"23:00:00","1","0","0","1",6.56,9.85,43,60.032,29,"dinsdag"
"2539",2011-06-13 17:00:00,"17:00:00","2","0","1","1",28.7,31.82,39,220.028,601,"donderdag"
"5682",2012-01-11 22:00:00,"22:00:00","1","0","1","3",13.94,16.665,87,12.998,49,"donderdag"
"3720",2011-09-05 22:00:00,"22:00:00","3","1","0","2",24.6,27.275,88,390.007,64,"dinsdag"
"1713",2011-04-17 07:00:00,"07:00:00","2","0","0","1",14.76,16.665,50,239.994,16,"donderdag"
"3297",2011-08-07 07:00:00,"07:00:00","3","0","0","1",28.7,33.335,84,12.998,39,"maandag"
"9644",2012-10-06 05:00:00,"05:00:00","4","0","0","1",22.14,25.76,83,12.998,10,"vrijdag"
"5458",2012-01-02 13:00:00,"13:00:00","1","1","0","1",12.3,13.635,36,199.995,176,"zondag"
"391",2011-01-17 19:00:00,"19:00:00","1","1","0","3",7.38,9.09,59,12.998,60,"vrijdag"
"5883",2012-02-01 08:00:00,"08:00:00","1","0","1","3",14.76,18.18,73,70.015,520,"dinsdag"
"8249",2012-07-05 02:00:00,"02:00:00","3","0","1","1",30.34,33.335,51,0,18,"woensdag"
"4967",2011-12-01 01:00:00,"01:00:00","4","0","1","1",10.66,12.12,60,190.012,10,"donderdag"
"7205",2012-04-18 14:00:00,"14:00:00","2","0","1","3",18.04,21.97,72,70.015,51,"vrijdag"
"4906",2011-11-17 12:00:00,"12:00:00","4","0","1","2",13.94,15.15,53,199.995,121,"maandag"
"1161",2011-03-13 01:00:00,"01:00:00","1","0","0","1",14.76,17.425,66,89.981,33,"woensdag"
"8919",2012-08-14 00:00:00,"00:00:00","3","0","1","1",28.7,33.335,74,150.013,60,"woensdag"
"6891",2012-04-05 11:00:00,"11:00:00","2","0","1","2",17.22,21.21,38,150.013,268,"woensdag"
"22",2011-01-01 22:00:00,"22:00:00","1","0","0","2",16.4,20.455,94,150.013,28,"zaterdag"
"10614",2012-12-08 16:00:00,"16:00:00","4","0","0","1",17.22,21.21,82,110.014,507,"zaterdag"
"3593",2011-08-19 15:00:00,"15:00:00","3","0","1","1",32.8,37.12,49,70.015,222,"dinsdag"
"6343",2012-03-01 13:00:00,"13:00:00","1","0","1","1",23.78,27.275,32,169.979,211,"dinsdag"
"7757",2012-06-03 14:00:00,"14:00:00","2","0","0","1",27.88,31.82,36,220.028,678,"vrijdag"
"7074",2012-04-13 03:00:00,"03:00:00","2","0","1","1",13.94,16.665,61,110.014,11,"zaterdag"
"1109",2011-03-10 20:00:00,"20:00:00","1","0","1","3",14.76,16.665,0,220.028,38,"zaterdag"
"10647",2012-12-10 01:00:00,"01:00:00","4","0","1","2",14.76,18.94,100,0,4,"maandag"
"8393",2012-07-11 02:00:00,"02:00:00","3","0","1","1",26.24,28.79,89,0,5,"woensdag"
"1319",2011-03-19 20:00:00,"20:00:00","1","0","0","1",17.22,21.21,35,150.013,108,"woensdag"
"5118",2011-12-07 08:00:00,"08:00:00","4","0","1","3",18.04,21.97,100,0,86,"donderdag"
"5808",2012-01-17 05:00:00,"05:00:00","1","0","1","3",13.12,15.15,66,220.028,13,"vrijdag"
"1823",2011-05-02 21:00:00,"21:00:00","2","0","1","2",24.6,29.545,73,70.015,232,"maandag"
"6263",2012-02-17 05:00:00,"05:00:00","1","0","1","2",11.48,13.635,93,110.014,16,"maandag"
"7878",2012-06-08 15:00:00,"15:00:00","2","0","1","1",31.16,33.335,29,190.012,397,"vrijdag"
"7157",2012-04-16 14:00:00,"14:00:00","2","1","0","1",31.16,34.09,45,220.028,288,"woensdag"
"5275",2011-12-13 21:00:00,"21:00:00","4","0","1","1",12.3,15.15,52,110.014,139,"vrijdag"
"5548",2012-01-06 07:00:00,"07:00:00","1","0","1","2",9.84,14.395,65,0,205,"vrijdag"
"4022",2011-09-18 15:00:00,"15:00:00","3","0","0","2",23.78,27.275,60,89.981,365,"donderdag"
"2584",2011-06-15 14:00:00,"14:00:00","2","0","1","1",30.34,32.575,28,0,178,"zaterdag"
"7655",2012-05-18 08:00:00,"08:00:00","2","0","1","1",21.32,25,59,89.981,745,"zondag"
"5371",2011-12-17 21:00:00,"21:00:00","4","0","0","1",8.2,10.605,75,110.014,96,"woensdag"
"1230",2011-03-16 01:00:00,"01:00:00","1","0","1","3",12.3,13.635,100,199.995,3,"zondag"
"1662",2011-04-15 04:00:00,"04:00:00","2","1","0","1",15.58,19.695,82,60.032,3,"maandag"
"3413",2011-08-12 03:00:00,"03:00:00","3","0","1","1",25.42,31.06,53,110.014,9,"maandag"
"8199",2012-07-03 00:00:00,"00:00:00","3","0","1","1",29.52,33.335,54,0,53,"zondag"
"217",2011-01-10 08:00:00,"08:00:00","1","0","1","2",4.92,6.06,50,190.012,188,"woensdag"
"8876",2012-08-12 05:00:00,"05:00:00","3","0","0","1",26.24,31.06,61,12.998,10,"maandag"
"10413",2012-11-19 07:00:00,"07:00:00","4","0","1","2",14.76,16.665,66,199.995,386,"woensdag"
"4769",2011-11-11 19:00:00,"19:00:00","4","1","0","1",13.12,15.91,39,110.014,199,"zondag"
"4969",2011-12-01 03:00:00,"03:00:00","4","0","1","1",10.66,12.12,56,169.979,7,"donderdag"
"894",2011-03-01 17:00:00,"17:00:00","1","0","1","1",13.94,17.425,34,60.032,242,"dinsdag"
"10092",2012-11-05 21:00:00,"21:00:00","4","0","1","1",12.3,14.395,52,190.012,152,"zondag"
"1201",2011-03-14 19:00:00,"19:00:00","1","0","1","1",14.76,17.425,43,89.981,150,"donderdag"
"9797",2012-10-12 14:00:00,"14:00:00","4","0","1","1",22.96,26.515,37,310.009,371,"zaterdag"
"5802",2012-01-16 22:00:00,"22:00:00","1","1","0","2",12.3,13.635,49,239.994,43,"woensdag"
"6816",2012-04-02 08:00:00,"08:00:00","2","0","1","1",14.76,16.665,57,220.028,589,"zaterdag"
"5107",2011-12-06 21:00:00,"21:00:00","4","0","1","2",18.04,21.97,100,12.998,114,"woensdag"
"2579",2011-06-15 09:00:00,"09:00:00","2","0","1","1",24.6,31.06,49,0,207,"zaterdag"
"2630",2011-06-17 12:00:00,"12:00:00","2","0","1","1",28.7,32.575,65,169.979,243,"dinsdag"
"3039",2011-07-15 13:00:00,"13:00:00","3","0","1","1",28.7,32.575,54,12.998,247,"maandag"
"7674",2012-05-19 03:00:00,"03:00:00","2","0","0","1",20.5,24.24,48,70.015,33,"maandag"
"4174",2011-10-05 23:00:00,"23:00:00","4","0","1","1",20.5,24.24,77,70.015,73,"donderdag"
"782",2011-02-16 00:00:00,"00:00:00","1","0","1","1",9.02,12.88,41,60.032,15,"zaterdag"
"7082",2012-04-13 11:00:00,"11:00:00","2","0","1","1",18.86,22.725,36,89.981,233,"zaterdag"
"7841",2012-06-07 02:00:00,"02:00:00","2","0","1","1",21.32,25,77,60.032,12,"woensdag"
"8240",2012-07-04 17:00:00,"17:00:00","3","1","0","1",37.72,42.425,35,199.995,414,"dinsdag"
"5039",2011-12-04 01:00:00,"01:00:00","4","0","0","1",12.3,15.91,75,60.032,74,"maandag"
"4011",2011-09-18 04:00:00,"04:00:00","3","0","0","1",18.04,21.97,77,150.013,1,"donderdag"
"5823",2012-01-17 20:00:00,"20:00:00","1","0","1","1",18.86,22.725,63,239.994,180,"vrijdag"
"1594",2011-04-12 08:00:00,"08:00:00","2","0","1","3",19.68,23.485,88,260.027,226,"vrijdag"
"10665",2012-12-10 19:00:00,"19:00:00","4","0","1","1",21.32,25,77,190.012,427,"maandag"
"6085",2012-02-09 19:00:00,"19:00:00","1","0","1","1",13.12,16.665,33,70.015,295,"vrijdag"
"3644",2011-09-02 18:00:00,"18:00:00","3","0","1","2",27.88,31.82,65,12.998,355,"vrijdag"
"8443",2012-07-13 04:00:00,"04:00:00","3","0","1","2",27.06,31.06,61,0,11,"zaterdag"
"2466",2011-06-10 16:00:00,"16:00:00","2","0","1","1",33.62,39.395,56,199.995,285,"zondag"
"2097",2011-05-14 07:00:00,"07:00:00","2","0","0","3",19.68,23.485,100,0,32,"dinsdag"
"4568",2011-11-03 10:00:00,"10:00:00","4","0","1","2",16.4,20.455,76,12.998,110,"donderdag"
"9057",2012-08-19 18:00:00,"18:00:00","3","0","0","2",26.24,29.545,78,70.015,377,"dinsdag"
"8340",2012-07-08 21:00:00,"21:00:00","3","0","0","1",31.16,36.365,70,89.981,207,"zondag"
"8955",2012-08-15 12:00:00,"12:00:00","3","0","1","1",30.34,34.09,55,150.013,307,"donderdag"
"7993",2012-06-13 10:00:00,"10:00:00","2","0","1","2",26.24,30.305,65,279.993,198,"donderdag"
"9597",2012-10-04 06:00:00,"06:00:00","4","0","1","3",25.42,27.275,94,60.032,133,"woensdag"
"4822",2011-11-14 00:00:00,"00:00:00","4","0","1","1",18.86,22.725,59,190.012,30,"donderdag"
"10409",2012-11-19 03:00:00,"03:00:00","4","0","1","2",14.76,17.425,66,150.013,2,"woensdag"
"461",2011-02-02 07:00:00,"07:00:00","1","0","1","3",9.02,10.605,93,150.013,49,"woensdag"
"7748",2012-06-03 05:00:00,"05:00:00","2","0","0","1",20.5,24.24,68,0,12,"vrijdag"
"7199",2012-04-18 08:00:00,"08:00:00","2","0","1","3",20.5,24.24,39,12.998,576,"vrijdag"
"945",2011-03-03 20:00:00,"20:00:00","1","0","1","1",8.2,11.365,40,60.032,70,"donderdag"
"2869",2011-07-08 11:00:00,"11:00:00","3","0","1","2",30.34,35.605,74,169.979,165,"zondag"
"2685",2011-06-19 19:00:00,"19:00:00","2","0","0","1",29.52,34.09,62,89.981,311,"donderdag"
"1130",2011-03-11 18:00:00,"18:00:00","1","0","1","1",13.12,15.15,49,220.028,153,"zondag"
"7297",2012-05-03 10:00:00,"10:00:00","2","0","1","2",21.32,25,77,0,168,"dinsdag"
"3420",2011-08-12 10:00:00,"10:00:00","3","0","1","1",30.34,32.575,33,70.015,130,"maandag"
"4770",2011-11-11 20:00:00,"20:00:00","4","1","0","1",13.12,15.91,39,12.998,109,"zondag"
"7036",2012-04-11 13:00:00,"13:00:00","2","0","1","2",16.4,20.455,40,239.994,163,"woensdag"
"7321",2012-05-04 10:00:00,"10:00:00","2","0","1","2",25.42,29.545,73,89.981,199,"donderdag"
"5643",2012-01-10 07:00:00,"07:00:00","1","0","1","2",7.38,9.85,93,110.014,222,"woensdag"
"9962",2012-10-19 11:00:00,"11:00:00","4","0","1","1",24.6,28.03,83,12.998,252,"zondag"
"6386",2012-03-03 08:00:00,"08:00:00","1","0","0","3",14.76,18.94,93,0,48,"donderdag"
"2052",2011-05-12 10:00:00,"10:00:00","2","0","1","2",22.14,25.76,68,150.013,147,"zondag"
"6756",2012-03-18 19:00:00,"19:00:00","1","0","0","1",22.96,26.515,64,110.014,352,"dinsdag"
"7705",2012-06-01 10:00:00,"10:00:00","2","0","1","2",27.06,30.305,78,190.012,204,"woensdag"
"1232",2011-03-16 04:00:00,"04:00:00","1","0","1","2",12.3,15.15,93,110.014,1,"zondag"
"3453",2011-08-13 19:00:00,"19:00:00","3","0","0","2",27.88,31.82,79,190.012,237,"dinsdag"
"4772",2011-11-11 22:00:00,"22:00:00","4","1","0","1",13.12,15.91,39,12.998,91,"zondag"
"6583",2012-03-11 14:00:00,"14:00:00","1","0","0","1",18.86,22.725,31,190.012,501,"zondag"
"348",2011-01-16 00:00:00,"00:00:00","1","0","0","1",10.66,15.15,56,0,39,"woensdag"
"7966",2012-06-12 07:00:00,"07:00:00","2","0","1","3",25.42,28.03,88,169.979,303,"woensdag"
"5768",2012-01-15 12:00:00,"12:00:00","1","0","0","1",7.38,8.335,40,199.995,234,"dinsdag"
"7874",2012-06-08 11:00:00,"11:00:00","2","0","1","1",28.7,31.82,42,169.979,264,"vrijdag"
"1365",2011-04-02 18:00:00,"18:00:00","2","0","0","1",15.58,19.695,54,12.998,179,"zaterdag"
"6132",2012-02-11 18:00:00,"18:00:00","1","0","0","2",9.02,9.09,47,439.989,108,"zondag"
"1492",2011-04-08 01:00:00,"01:00:00","2","0","1","2",13.94,16.665,76,89.981,9,"zondag"
"1967",2011-05-08 21:00:00,"21:00:00","2","0","0","1",21.32,25,77,60.032,127,"dinsdag"
"8954",2012-08-15 11:00:00,"11:00:00","3","0","1","2",30.34,34.09,58,12.998,235,"donderdag"
"4434",2011-10-16 19:00:00,"19:00:00","4","0","0","1",22.14,25.76,52,260.027,233,"donderdag"
"5321",2011-12-15 19:00:00,"19:00:00","4","0","1","2",21.32,25,59,190.012,287,"zondag"
"4483",2011-10-18 20:00:00,"20:00:00","4","0","1","1",22.14,25.76,64,110.014,227,"zaterdag"
"3636",2011-09-02 10:00:00,"10:00:00","3","0","1","2",26.24,30.305,76,110.014,140,"vrijdag"
"10623",2012-12-09 01:00:00,"01:00:00","4","0","0","2",16.4,20.455,87,70.015,102,"zondag"
"86",2011-01-04 18:00:00,"18:00:00","1","0","1","1",10.66,12.88,48,12.998,182,"dinsdag"
"2422",2011-06-08 20:00:00,"20:00:00","2","0","1","1",32.8,39.395,63,89.981,280,"vrijdag"
"66",2011-01-03 21:00:00,"21:00:00","1","0","1","1",7.38,9.85,64,89.981,52,"maandag"
"4477",2011-10-18 14:00:00,"14:00:00","4","0","1","2",25.42,31.06,41,110.014,169,"zaterdag"
"1325",2011-04-01 02:00:00,"02:00:00","2","0","1","3",10.66,12.88,93,12.998,7,"vrijdag"
"2611",2011-06-16 17:00:00,"17:00:00","2","0","1","2",26.24,29.545,78,70.015,272,"maandag"
"5511",2012-01-04 18:00:00,"18:00:00","1","0","1","2",8.2,10.605,37,89.981,289,"dinsdag"
"4979",2011-12-01 13:00:00,"13:00:00","4","0","1","1",16.4,20.455,40,150.013,154,"donderdag"
"7473",2012-05-10 18:00:00,"18:00:00","2","0","1","1",22.96,26.515,35,350.008,770,"donderdag"
"1598",2011-04-12 12:00:00,"12:00:00","2","0","1","2",22.96,26.515,64,310.009,92,"vrijdag"
"1151",2011-03-12 15:00:00,"15:00:00","1","0","0","1",17.22,21.21,44,329.975,182,"dinsdag"
"10406",2012-11-19 00:00:00,"00:00:00","4","0","1","1",14.76,17.425,66,150.013,27,"woensdag"
"1382",2011-04-03 11:00:00,"11:00:00","2","0","0","1",17.22,21.21,41,169.979,243,"zondag"
"4070",2011-10-01 15:00:00,"15:00:00","4","0","0","2",17.22,21.21,71,190.012,195,"zaterdag"
"733",2011-02-13 22:00:00,"22:00:00","1","0","0","1",16.4,20.455,35,199.995,36,"woensdag"
"6918",2012-04-06 14:00:00,"14:00:00","2","0","1","1",19.68,23.485,29,260.027,490,"donderdag"
"9067",2012-09-01 04:00:00,"04:00:00","3","0","0","1",28.7,32.575,70,0,12,"donderdag"
"285",2011-01-13 08:00:00,"08:00:00","1","0","1","1",5.74,6.82,50,12.998,202,"zondag"
"5894",2012-02-01 19:00:00,"19:00:00","1","0","1","1",22.14,25.76,52,190.012,335,"dinsdag"
"7891",2012-06-09 04:00:00,"04:00:00","2","0","0","1",25.42,31.06,57,0,8,"zaterdag"
"8799",2012-08-09 00:00:00,"00:00:00","3","0","1","1",29.52,34.85,74,12.998,67,"donderdag"
"916",2011-03-02 15:00:00,"15:00:00","1","0","1","1",22.14,25.76,19,279.993,110,"woensdag"
"1452",2011-04-06 09:00:00,"09:00:00","2","0","1","1",14.76,16.665,46,169.979,165,"donderdag"
"9862",2012-10-15 07:00:00,"07:00:00","4","0","1","2",23.78,27.275,68,220.028,476,"dinsdag"
"9842",2012-10-14 11:00:00,"11:00:00","4","0","0","1",22.96,26.515,52,199.995,494,"maandag"
"1574",2011-04-11 12:00:00,"12:00:00","2","0","1","2",24.6,29.545,73,220.028,134,"woensdag"
"2431",2011-06-09 05:00:00,"05:00:00","2","0","1","2",28.7,33.335,84,0,20,"zaterdag"
"4625",2011-11-05 19:00:00,"19:00:00","4","0","0","1",13.94,18.18,53,0,204,"zondag"
"7622",2012-05-16 23:00:00,"23:00:00","2","0","1","1",25.42,29.545,78,70.015,133,"vrijdag"
"9578",2012-10-03 11:00:00,"11:00:00","4","0","1","1",27.06,30.305,78,110.014,230,"maandag"
"9671",2012-10-07 08:00:00,"08:00:00","4","0","0","3",17.22,21.21,67,89.981,62,"zaterdag"
"5347",2011-12-16 21:00:00,"21:00:00","4","0","1","2",13.12,15.91,45,110.014,102,"dinsdag"
"4494",2011-10-19 08:00:00,"08:00:00","4","0","1","3",22.14,25.76,70,329.975,210,"zondag"
"2961",2011-07-12 07:00:00,"07:00:00","3","0","1","1",31.16,34.85,55,12.998,330,"vrijdag"
"10367",2012-11-17 09:00:00,"09:00:00","4","0","0","1",13.94,15.91,49,150.013,248,"maandag"
"8609",2012-08-01 02:00:00,"02:00:00","3","0","1","1",26.24,28.79,83,70.015,13,"maandag"
"2617",2011-06-16 23:00:00,"23:00:00","2","0","1","3",24.6,28.03,83,169.979,16,"maandag"
"8335",2012-07-08 16:00:00,"16:00:00","3","0","0","2",32.8,40.15,66,150.013,291,"zondag"
"2911",2011-07-10 05:00:00,"05:00:00","3","0","0","1",27.06,31.06,74,0,17,"dinsdag"
"4677",2011-11-07 23:00:00,"23:00:00","4","0","1","1",14.76,18.18,87,60.032,48,"dinsdag"
"112",2011-01-05 21:00:00,"21:00:00","1","0","1","1",8.2,9.85,51,12.998,43,"donderdag"
"1556",2011-04-10 17:00:00,"17:00:00","2","0","0","2",21.32,25,72,12.998,236,"dinsdag"
"5843",2012-01-18 16:00:00,"16:00:00","1","0","1","1",11.48,11.365,30,350.008,176,"zaterdag"
"3738",2011-09-06 17:00:00,"17:00:00","3","0","1","2",22.14,25.76,88,260.027,291,"woensdag"
"579",2011-02-07 07:00:00,"07:00:00","1","0","1","1",7.38,12.12,86,0,95,"dinsdag"
"654",2011-02-10 12:00:00,"12:00:00","1","0","1","1",6.56,6.82,34,260.027,69,"zaterdag"
"7741",2012-06-02 22:00:00,"22:00:00","2","0","0","1",23.78,27.275,46,89.981,228,"donderdag"
"7272",2012-05-02 09:00:00,"09:00:00","2","0","1","2",22.96,26.515,88,0,315,"maandag"
"8112",2012-06-18 09:00:00,"09:00:00","2","0","1","2",22.14,25.76,83,150.013,250,"woensdag"
"4939",2011-11-18 21:00:00,"21:00:00","4","0","1","1",11.48,13.635,48,110.014,111,"dinsdag"
"3445",2011-08-13 11:00:00,"11:00:00","3","0","0","2",30.34,34.85,70,12.998,314,"dinsdag"
"5776",2012-01-15 20:00:00,"20:00:00","1","0","0","1",6.56,9.09,37,70.015,95,"dinsdag"
"5744",2012-01-14 12:00:00,"12:00:00","1","0","0","1",9.02,10.605,41,169.979,219,"maandag"
"7499",2012-05-11 20:00:00,"20:00:00","2","0","1","1",25.42,30.305,25,89.981,341,"vrijdag"
"1322",2011-03-19 23:00:00,"23:00:00","1","0","0","1",15.58,19.695,40,199.995,50,"woensdag"
"3028",2011-07-15 02:00:00,"02:00:00","3","0","1","1",24.6,28.79,78,110.014,38,"maandag"
"534",2011-02-05 10:00:00,"10:00:00","1","0","0","3",8.2,10.605,100,89.981,34,"zondag"
"9733",2012-10-09 22:00:00,"22:00:00","4","0","1","2",19.68,23.485,77,60.032,162,"dinsdag"
"9487",2012-09-18 16:00:00,"16:00:00","3","0","1","3",24.6,27.275,88,199.995,141,"donderdag"
"9143",2012-09-04 08:00:00,"08:00:00","3","0","1","1",28.7,33.335,84,110.014,632,"maandag"
"7557",2012-05-14 06:00:00,"06:00:00","2","0","1","3",21.32,25,94,199.995,65,"dinsdag"
"9325",2012-09-11 22:00:00,"22:00:00","3","0","1","1",22.96,26.515,64,70.015,216,"dinsdag"
"7031",2012-04-11 08:00:00,"08:00:00","2","0","1","1",12.3,14.395,49,150.013,595,"woensdag"
"2019",2011-05-11 01:00:00,"01:00:00","2","0","1","2",20.5,24.24,59,70.015,20,"vrijdag"
"3314",2011-08-08 00:00:00,"00:00:00","3","0","1","1",28.7,33.335,79,70.015,30,"woensdag"
"3313",2011-08-07 23:00:00,"23:00:00","3","0","0","1",28.7,33.335,79,70.015,55,"maandag"
"6027",2012-02-07 09:00:00,"09:00:00","1","0","1","1",13.12,16.665,49,0,289,"dinsdag"
"9284",2012-09-10 05:00:00,"05:00:00","3","0","1","1",20.5,24.24,72,169.979,40,"maandag"
"6338",2012-03-01 08:00:00,"08:00:00","1","0","1","1",17.22,21.21,94,89.981,594,"dinsdag"
"5266",2011-12-13 12:00:00,"12:00:00","4","0","1","1",14.76,16.665,43,239.994,167,"vrijdag"
"5924",2012-02-03 01:00:00,"01:00:00","1","0","1","1",12.3,13.635,56,220.028,22,"donderdag"
"9342",2012-09-12 15:00:00,"15:00:00","3","0","1","1",29.52,32.575,37,89.981,318,"donderdag"
"565",2011-02-06 17:00:00,"17:00:00","1","0","0","1",13.94,18.18,46,0,121,"maandag"
"7051",2012-04-12 04:00:00,"04:00:00","2","0","1","1",12.3,14.395,61,150.013,1,"vrijdag"
"4895",2011-11-17 01:00:00,"01:00:00","4","0","1","2",17.22,21.21,82,110.014,5,"maandag"
"5645",2012-01-10 09:00:00,"09:00:00","1","0","1","2",7.38,9.85,93,110.014,195,"woensdag"
"8181",2012-07-02 06:00:00,"06:00:00","3","0","1","1",28.7,32.575,58,70.015,136,"zaterdag"
"10495",2012-12-03 17:00:00,"17:00:00","4","0","1","1",21.32,25,63,70.015,708,"zaterdag"
"908",2011-03-02 07:00:00,"07:00:00","1","0","1","1",9.02,10.605,64,169.979,110,"woensdag"
"8315",2012-07-07 20:00:00,"20:00:00","3","0","0","1",36.9,40.91,37,110.014,276,"vrijdag"
"640",2011-02-09 21:00:00,"21:00:00","1","0","1","2",5.74,7.575,86,110.014,83,"vrijdag"
"4666",2011-11-07 12:00:00,"12:00:00","4","0","1","1",18.86,22.725,67,0,179,"dinsdag"
"8582",2012-07-18 23:00:00,"23:00:00","3","0","1","1",31.16,35.605,58,60.032,131,"vrijdag"
"3362",2011-08-10 00:00:00,"00:00:00","3","0","1","1",30.34,33.335,51,150.013,37,"vrijdag"
"5870",2012-01-19 19:00:00,"19:00:00","1","0","1","2",10.66,11.365,48,199.995,234,"zondag"
"3004",2011-07-14 02:00:00,"02:00:00","3","0","1","1",26.24,31.06,57,199.995,10,"zondag"
"4920",2011-11-18 02:00:00,"02:00:00","4","0","1","1",9.84,11.365,44,150.013,10,"dinsdag"
"8096",2012-06-17 17:00:00,"17:00:00","2","0","0","1",26.24,31.06,57,150.013,593,"dinsdag"
"4610",2011-11-05 04:00:00,"04:00:00","4","0","0","1",11.48,12.88,56,220.028,8,"zondag"
"7046",2012-04-11 23:00:00,"23:00:00","2","0","1","1",13.94,15.15,57,199.995,61,"woensdag"
"4561",2011-11-03 03:00:00,"03:00:00","4","0","1","1",13.94,16.665,81,89.981,5,"donderdag"
"4586",2011-11-04 04:00:00,"04:00:00","4","0","1","2",15.58,19.695,87,60.032,7,"zaterdag"
"7334",2012-05-04 23:00:00,"23:00:00","2","0","1","1",24.6,28.03,83,60.032,256,"donderdag"
"4335",2011-10-12 16:00:00,"16:00:00","4","0","1","2",22.96,26.515,88,150.013,55,"zaterdag"
"8654",2012-08-02 23:00:00,"23:00:00","3","0","1","1",29.52,34.09,70,169.979,177,"dinsdag"
"8227",2012-07-04 04:00:00,"04:00:00","3","1","0","1",27.88,31.82,69,169.979,16,"dinsdag"
"8045",2012-06-15 14:00:00,"14:00:00","2","0","1","1",29.52,32.575,39,12.998,376,"zaterdag"
"6559",2012-03-10 13:00:00,"13:00:00","1","0","0","1",13.12,15.15,29,190.012,357,"zaterdag"
"4489",2011-10-19 02:00:00,"02:00:00","4","0","1","2",21.32,25,77,12.998,7,"zondag"
"9002",2012-08-17 11:00:00,"11:00:00","3","0","1","1",31.16,12.12,52,190.012,303,"zondag"
"7446",2012-05-09 15:00:00,"15:00:00","2","0","1","2",26.24,31.06,53,70.015,259,"woensdag"
"9960",2012-10-19 09:00:00,"09:00:00","4","0","1","2",22.14,25.76,94,70.015,389,"zondag"
"6563",2012-03-10 17:00:00,"17:00:00","1","0","0","1",14.76,18.94,23,0,354,"zaterdag"
"4997",2011-12-02 07:00:00,"07:00:00","4","0","1","1",9.02,12.88,87,60.032,205,"vrijdag"
"1440",2011-04-05 21:00:00,"21:00:00","2","0","1","1",13.94,14.395,46,350.008,89,"woensdag"
"232",2011-01-10 23:00:00,"23:00:00","1","0","1","1",5.74,7.575,59,110.014,18,"woensdag"
"7579",2012-05-15 04:00:00,"04:00:00","2","0","1","3",22.96,26.515,94,0,5,"woensdag"
"3547",2011-08-17 17:00:00,"17:00:00","3","0","1","1",32.8,37.12,49,150.013,552,"zondag"
"1656",2011-04-14 22:00:00,"22:00:00","2","0","1","1",19.68,23.485,55,70.015,104,"zondag"
"9149",2012-09-04 14:00:00,"14:00:00","3","0","1","1",32.8,37.88,55,279.993,274,"maandag"
"8144",2012-06-19 17:00:00,"17:00:00","2","0","1","1",32.8,37.88,55,12.998,811,"donderdag"
"1063",2011-03-08 20:00:00,"20:00:00","1","0","1","1",13.12,16.665,39,60.032,76,"donderdag"
"2240",2011-06-01 06:00:00,"06:00:00","2","0","1","2",27.88,31.82,89,60.032,128,"woensdag"
